product_id,group_id,image_uuid,status
42744,35886,d92f9a2a-8888-45f2-8589-63f89b3c2d85,success
42524,36058,270f5786-c37a-43a2-ae40-936b48871082,success
82427,72349,031d707c-e81e-4f2f-9cdc-0a8d331a54e3,success
42516,36056,99f9644c-cfbf-486d-b57d-d934087ed24f,success
82435,72356,b172ab0d-8679-477d-8a85-d57ab649cb8a,success
42711,36050,53a76ffb-b703-4c44-97eb-a0ba9addfa7d,success
43236,35964,8266b9e9-2da0-46ab-9826-e92d3de49c27,success
88593,76765,32d27dcc-00ef-4b51-95e9-71ad1830db59,success
88700,76765,32d27dcc-00ef-4b51-95e9-71ad1830db59,success
88474,76650,c10d98a4-b03e-47c6-b7e8-dcb34690fd83,success
42634,35994,c5887de4-872e-4dbf-8423-62ac250fce3e,success
41635,35915,1e4c3ebd-37cb-4923-b493-77a16a89b860,success
42280,36027,da57c734-0555-44ce-835d-8574862e0f1a,success
43559,35948,1a8d091b-cdc5-40ff-95e2-4b9833f0c06e,success
43564,35950,1fdbb1b3-7c48-4fd2-92cc-9bae90df5438,success
42858,35946,d4487c0a-c441-4668-97c0-bd285e5585c1,success
41775,35902,a8874ade-03fc-4e43-8286-dd90e41c0394,success
